customer_id,tenure_months,avg_monthly_spend,num_products,days_since_last_contact,contract_type,churn,purchase_seq
119,2,187.09,7,289,monthly,0,"18.12938550656115,21.331111962382547,17.667396199446724,21.079007152965183,12.943719411367173,18.213231851208302,19.00429977166096,18.795665883444464,12.52416572746822,23.210912373085144,15.511055258267723,19.962732627928997"
120,17,254.24,2,9,quarterly,0,"27.586089691207565,36.70519822776269,17.466419534501824,24.319185068486515,19.90901039487959,20.25621788292878,20.302313223562855,26.27638745364339,26.574224918575197,27.597039719908466,19.71311295604243,23.774961082080548"
121,34,226.82,3,360,quarterly,0,"22.68284882210648,22.63971968808859,21.194453839690375,23.3859137057593,26.42487032955152,18.74827568166222,19.696441767879882,21.304092237267234,16.57652500050548,18.965442970849963,20.521589745737085,26.648472748898982"
122,36,49.64,4,178,monthly,0,"2.5424938781927673,4.830215649426687,6.375881312018638,5.882971779910574,5.921867950416544,6.190625645895773,5.051525632013038,5.159390869658202,4.350370089341092,4.649748505045421,5.57479284064551,6.15861466255267"
123,42,199.72,7,27,annual,0,"21.12282381958507,16.641275469628383,18.827976026590232,21.279777413027805,11.325229143155415,25.318909602538763,16.65192170042045,25.632157782282732,21.53959380511211,22.486778831589028,24.563178338772094,22.26124740644458"
124,23,75.7,7,291,quarterly,0,"5.769176948316367,10.05691368358502,6.206402711383936,8.536446293396377,7.072406108667263,8.483147182449017,6.746148904209931,7.3234636953504,7.631880929503569,6.052632120124475,8.691527540312576,6.792931730374894"
125,46,223.34,2,336,monthly,0,"10.888491478958883,21.48056620562783,33.11043783586217,25.83848881746437,22.24781135853615,21.15957051594397,22.434192962692077,24.777697504124287,17.05942540787075,27.311260178090603,25.52928581744618,25.541812469177064"
126,40,138.95,7,221,monthly,1,"6.054031301394636,8.31578453152171,12.146391440268191,8.124707898534012,10.94939077906313,7.3405237059889235,13.171632187083222,13.301013937348372,10.87606505478067,13.599897145927814,10.418481171281945,11.221342427037435"
127,32,213.87,1,44,monthly,1,"14.661553837841142,10.050771595834286,14.444180145495228,19.945392028801297,15.033250446184342,15.661464744931921,11.197600233281985,13.125239332161707,13.847321830732424,14.019428994249418,18.808137687267514,16.640519918775695"
128,45,272.28,7,320,monthly,0,"25.795536358745217,17.23119266284644,29.0249673429098,30.603412574232788,21.296986414282035,26.379063574156515,27.43377004575564,30.41089332412112,27.24830200995383,18.371440228541836,24.3418063836642,28.450796149150342"
129,38,95.39,7,221,monthly,0,"11.358896990316046,9.453999004027418,7.939285133629146,10.307940831183119,9.558817752868475,9.892252793833785,12.623629036762532,7.443211363246494,10.084903704672204,7.976856716306084,4.596951523981796,9.44598517577164"
130,59,203.84,3,356,monthly,0,"21.157073969670297,17.684963460728117,22.11992225859901,20.46175204566289,17.76851730809754,22.372619203715452,27.739546638038455,19.605426765911815,23.31795634710451,15.111356150594386,16.48455074598587,22.30956834045853"
131,24,244.99,4,136,quarterly,0,"28.881701117924848,14.127501580560757,22.097920959505984,26.794563875611825,31.29758292501152,24.822381814399296,20.359670148106446,20.49015135407044,28.829193530839543,23.431506307559918,24.46325485315727,27.51200046030465"
132,25,148.05,4,116,monthly,1,"6.8301817401705724,9.487709097506867,12.943378633780165,6.391867062133954,12.697788380468637,9.79622048540693,11.373257790983654,11.726363281864343,11.278446297233204,8.57072586939902,9.60790916843323,7.334140285656397"
133,11,45.32,4,281,quarterly,1,"3.730607572552871,3.0761519192896345,2.972239468479384,3.8727169353279294,3.5927964148810356,3.514736099224046,3.2441261922682414,3.7965850658957363,2.756271329020953,2.669728847405389,3.646165169266665,2.1415697922086667"
134,46,5.0,3,39,monthly,0,"0.4347042008742189,0.6213381399904994,0.5063179227556517,0.6310384702169971,0.43955083912199516,0.49511904118946315,0.5368483603336995,0.4820489537258488,0.5953024147145236,0.2792436274709734,0.742240553878994,0.5857774606995162"
135,54,309.35,7,102,monthly,0,"35.13793229427945,23.82717382743949,35.05712604112027,33.796715488949594,20.257231872290454,26.742640961533223,38.322572929092175,24.864281045323196,28.06145115050994,33.79343393931773,35.7814804595415,29.37843610753647"
136,54,89.86,6,212,monthly,1,"4.667430131836033,4.026475154060242,6.4579596258293215,4.089685117709138,7.265663782273586,4.534896304609612,3.471405478035961,5.920699049299736,6.472222622001957,6.9086201278930215,6.506720206436166,4.957631934547336"
137,49,359.65,4,80,annual,0,"43.747822708362655,43.12627264832158,41.83540736041777,35.43153530443244,43.787543651868795,42.61289874516522,32.92530798382764,40.832155449395195,32.1101493488814,39.849770929112935,26.620705577117242,27.173887288062257"
138,52,258.99,5,182,monthly,1,"22.811735329688624,5.849184085617866,21.008728577120657,17.330677668083474,19.05770811289811,16.957274626503583,22.028513390323212,19.445908695275513,18.60688716102948,14.870148714391187,24.954213745248484,18.165298023929676"
139,33,345.54,6,12,annual,0,"35.84723054857923,36.14275143532501,41.83861269142531,44.87557318379916,41.239858292109766,30.677298455830726,29.14940849349264,34.572871843323156,37.49859400608371,33.28779457455574,25.255466590367647,39.26733305333366"
140,8,205.58,6,52,monthly,0,"14.29865043618815,25.132898703324276,17.970698593875483,26.86404190998939,18.354976196675487,13.538010420539328,15.967278532789056,25.63913161676676,19.91698462833989,18.30363950686231,21.215904921356127,22.621102158839413"
141,54,155.28,7,127,quarterly,1,"8.774489028216161,8.788854355194102,11.61699890530885,10.763862916453725,10.940927761784753,9.220716867107498,10.368755442770885,8.860415149486915,12.804854910192004,13.120184870514924,6.8561539050654785,8.848941786121474"
142,12,213.89,2,344,quarterly,0,"29.39653065759249,23.482392559934617,22.611560604331235,16.826105462529576,20.89048400670877,18.296128727769435,19.67373047902062,29.39189153984813,21.879750532777273,17.64241757662476,27.269505964539007,25.475969539420092"
143,6,264.91,1,351,quarterly,0,"29.964702529224272,18.35031002886104,25.352526980623082,27.9576890349753,35.309114682830916,30.33092937351498,21.910500483227317,35.47373803568097,26.723127884584308,25.13566610115176,24.75802352537962,17.889196081986206"
144,1,257.79,6,105,quarterly,1,"17.95511411492677,25.64491776131527,15.034089933424381,22.273137335232768,19.30978197323328,19.12035722686801,18.240337222392082,22.90558965255928,18.997632839416372,12.543643905320074,22.446651606413766,21.785101986831258"
145,45,228.73,7,62,monthly,1,"12.895232339480014,9.99931785738709,17.485532530360008,11.689785021827971,10.507494846581762,20.094303626619514,18.471354983657324,14.944514445733272,15.58216971058643,8.302422795274902,18.947103592443586,13.79310148725863"
146,3,313.36,3,237,monthly,0,"22.712186285631653,29.207800848536433,27.598415715280336,38.06884837388979,28.701449262559567,39.876001237166435,33.40524388823853,36.9413749373348,31.322585637425167,39.30845290440014,24.106133353704916,32.048274214923794"
147,15,161.68,1,204,monthly,0,"16.12284693576574,13.937344155980814,14.573069866674599,20.835602054656423,12.104653494047842,18.797105400795992,15.265559798563034,15.262981914363644,18.723273537292677,17.267153627828797,18.012679114524293,19.2982343666779"
148,35,191.67,2,22,monthly,0,"17.27809996376837,21.349800187496847,21.319086143802295,21.49168873452645,13.853307027465364,24.721721215676435,15.714464884397453,16.225687396210372,21.61232098552041,18.067889426871297,20.34869428956721,10.899890737331715"
149,5,273.74,7,312,monthly,1,"10.264630988868962,15.077881970348596,16.22255687840493,24.82518256876893,8.5805457102864,17.56510999770978,21.536525914355263,20.736179867612783,24.76407948079899,19.77930494539297,20.59647872801563,12.116162320000315"
150,30,177.52,2,114,monthly,0,"12.718755369805608,19.88156442300607,17.233180762993175,15.646735097915421,15.135270254503894,15.271950158928426,18.15143934228939,19.33188416380066,10.324091080484203,22.767924443648074,22.515375033361728,9.477159414941783"
151,10,319.18,5,353,monthly,0,"35.42181950111386,46.0844887039644,33.52562178161981,26.064972316576835,29.77482469033056,26.878493952928594,34.685221546513056,26.772384496971224,28.899502815939904,23.718707927487294,31.074806333121206,33.046328646034866"
152,49,282.22,3,252,monthly,0,"32.319346162303795,22.91226407631166,30.19600652329137,31.478470170490265,34.15426486728673,32.85417780276525,34.227748510280804,27.66062322275203,26.272050245032716,26.66994256888645,29.72454502999749,18.012425439062856"
153,29,226.7,5,270,monthly,1,"19.79622650823758,14.417503380825403,15.732964250051799,16.053027153134696,18.561604934903364,8.737754374448075,13.943345682225951,16.539442980186493,19.677656874523667,14.307688243695559,9.913119582526802,17.835700858765243"
154,19,212.08,3,61,monthly,0,"20.654737178465883,19.531362837714404,20.431059398443725,23.97007758098554,22.547329922053265,22.50446127853983,27.342306056890465,15.316948595878898,21.648967327334525,18.75197765008337,27.296670981369186,11.836869106540412"
155,48,260.09,2,208,monthly,1,"15.289748178178936,23.69161577354141,13.722226786649646,22.967231191152706,14.203749689371469,16.925247157660746,20.534083532052684,12.867479218393216,23.55543850567331,16.90296384781606,18.706191748608585,22.43821560469882"
156,42,140.11,3,53,monthly,0,"15.102262203807108,10.567888140033318,16.651740724742872,16.421652329297217,19.83160913240066,17.993152031652556,13.546048979351474,10.979381121593242,15.595676759763272,13.840382193721075,18.357068052175897,7.940117328512409"
157,57,207.86,6,60,monthly,1,"16.288535343102943,11.79074251714924,15.89851714198774,10.57201920820731,17.01881514228654,10.963761838687173,16.157789220647967,16.371190295781837,12.522856240944751,16.244296905312122,15.308452038319606,12.982449395149272"
158,12,167.15,5,62,monthly,0,"19.99135995341659,17.90465513448086,15.526522863545203,21.463703286502604,16.94221501385092,11.930366985169886,15.24575251938723,22.173528691261915,14.476875831152434,17.634982964567904,19.201690484485287,18.687111099589746"
159,38,292.91,5,364,monthly,0,"22.98501331100728,22.49707265731056,27.55762974282751,35.731604757084426,23.247043516382455,35.8135211897507,29.496970694139122,22.794423662990585,19.0312481629371,20.342318693452114,25.390462521027636,28.300262443836548"
160,29,171.89,2,60,monthly,1,"13.725334761918015,12.415082921506404,11.535201122014708,13.380831717176981,8.492711316217246,12.371792346988773,14.723554714521669,13.35396226688035,13.696862542962712,15.876023809163335,11.872912017286483,10.46047002008953"
161,18,275.06,7,74,monthly,0,"33.62826756904269,33.43410308240683,20.2900056026851,32.27875472805859,29.728801900511552,21.8837377934374,20.87138170843849,29.56042042097923,25.31794392845714,37.51759705735488,32.7461675899073,30.111635441807916"
162,14,213.53,1,58,quarterly,0,"17.166359151886112,34.42867388686455,16.64142056764144,20.01786146144184,14.286036577595647,23.653526418828807,21.99789978295484,24.620705546167393,13.925872551000705,26.10526174713179,17.904414396646025,20.716251140652556"
163,20,109.55,5,238,quarterly,0,"11.498083205344702,11.378760934693453,10.398436261539482,10.258401083327847,12.463080378230767,8.717085120594925,14.516423659757422,14.038989555096196,10.179322996070844,9.062336697783957,6.539729836666236,8.213210173897636"
164,17,183.53,2,70,monthly,1,"8.402322935329796,12.253877736577934,8.473456694741321,11.658011235966889,11.27290662624904,15.5499657274391,10.239375699203553,10.891366393077945,11.866884780554107,11.356544369820787,16.36540172492461,9.921709553738268"
165,32,215.94,6,343,monthly,1,"9.31724131298641,14.662267903826049,19.203534984197304,15.969177570921016,15.830806487846067,11.902335138202169,11.59199144539515,15.170608682416505,10.803817653458745,17.478289354302408,12.556473000826132,15.041520724619287"
166,55,196.74,7,105,monthly,0,"17.549214906325336,15.37725832413311,20.532034671540522,19.75637669903316,15.428017023441424,21.992093236930472,25.642294273813455,21.081972186298646,9.665820357452635,27.492897545561526,22.612940676307463,27.37204943227821"
167,38,166.04,3,47,monthly,1,"15.25620576996189,10.986158162522807,11.057312616292801,10.926078158421266,16.04947641043006,15.40281973406889,16.78090251629422,11.253367990572723,12.310301108324202,8.097473522844133,15.056394805525798,8.908446536874907"
168,38,218.61,3,236,monthly,0,"27.9021282937399,30.0498898562033,12.92484034293245,25.936873088931957,18.8309271232459,25.361751211169004,27.27452357267843,18.026414468521672,13.76210390719394,25.513403962812323,22.452759480536326,14.566091676055676"
169,20,132.91,5,44,annual,0,"16.89065222411871,15.12256669812219,12.914367638707336,10.144235781219876,11.391859936341271,12.595632786727856,15.495358524529696,13.218658150854523,11.54697236689713,11.343091774719426,13.106356453349624,15.657134372538662"
170,49,259.37,7,1,quarterly,0,"27.803336930049817,26.812376799052743,33.518808496370134,21.412973640061598,36.43453804300466,24.47384424128599,19.618354953424536,29.3272275334491,23.97988804752129,36.4459842656769,23.691573469185848,27.56840873777294"
171,52,257.84,1,181,annual,0,"21.775062048028236,29.359211629471147,23.575008787442567,15.22830230205804,26.4604082794109,26.22958278221067,30.327380630730598,33.80783965446322,35.645760917148614,30.240141559726986,27.220667430825497,18.42344762191858"
172,21,259.43,6,341,monthly,1,"18.516194645893098,22.866622788819342,15.549211972562295,20.865874331775927,17.452871996589256,17.926881458385854,18.493258349276843,19.076150865599214,17.737868896827433,18.93985192883941,23.891742000832934,21.739168922833453"
173,38,269.88,5,243,quarterly,0,"31.716704584883296,34.93705733572745,23.72806969692806,25.749113541241083,18.138808595857867,24.869719039876145,32.36724657268916,24.470163677733094,30.44520196959961,25.959866824564216,28.737270127230474,20.793322189732937"
174,24,148.45,7,289,monthly,1,"7.661364390866655,12.165892126678898,9.236857346513085,8.579836293324702,9.984757064132282,13.464644720165454,9.570588542547405,11.587152273349224,11.90251389126066,11.312682171733998,13.033084426409236,8.921843453553059"
175,4,290.85,1,245,monthly,1,"16.954933292073548,12.684821493052318,21.293215777439674,27.333275175517198,20.104309491443647,12.823895900877229,23.53694647756128,13.743466719353211,15.436412234413693,19.38898491578579,20.859678353943178,16.252299360118574"
176,49,203.45,5,226,monthly,0,"19.462777748995315,23.84115414542044,22.243701063023423,22.405037274389777,21.06575539382473,16.633577200856625,16.161408855646506,19.94949662911654,20.950569157968733,17.580064598492612,22.067214009939725,28.81116072697678"
